id,conference,title,visual mark,visual channel,symbol layout,text position,multi-channel,url
2314_5,VAST,Visual Analytics Methodology for Eye Movement Studies,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.276
2314_6,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2314_7,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2314_8,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,color-discrete,continuous,as tick,combine,http://dx.doi.org/10.1109/TVCG.2012.276
2314_8,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,size,non-uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2012.276
2314_8,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,color-discrete,non-uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2012.276
2314_8,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,size,non-uniform,as tick,combine,http://dx.doi.org/10.1109/TVCG.2012.276
2314_9,VAST,Visual Analytics Methodology for Eye Movement Studies,semantic,size,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2012.276
2315_0,VAST,Visual Classifier Training for Text Document Retrieval,non-semantic,color-discrete,uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.277
2315_3,VAST,Visual Classifier Training for Text Document Retrieval,non-semantic,color-discrete,uniform,embedded,none,http://dx.doi.org/10.1109/TVCG.2012.277
2315_5,VAST,Visual Classifier Training for Text Document Retrieval,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2012.277
2316_0,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_1,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_2,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_3,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_4,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_6,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_7,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2316_8,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400489
2316_9,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2316_10,VAST,Relative N-gram signatures: Document visualization at the level of character N-grams,non-semantic,color-ordinal,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400484
2319_9,VAST,"Just-in-time annotation of clusters, outliers, and trends in point-based data visualizations",semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400487
2321_0,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400489
2321_5,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400489
2321_6,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400489
2321_7,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400489
2321_8,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400489
2321_9,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2321_10,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,non-semantic,color-ordinal,continuous,as tick,separate,http://dx.doi.org/10.1109/VAST.2012.6400489
2321_10,VAST,iLAMP: Exploring high-dimensional spacing through backward multidimensional projection,non-semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2012.6400489
2322_1,VAST,Visual pattern discovery using random projections,non-semantic,color-discrete,connected,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_4,VAST,Visual pattern discovery using random projections,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_5,VAST,Visual pattern discovery using random projections,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_6,VAST,Visual pattern discovery using random projections,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_7,VAST,Visual pattern discovery using random projections,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_8,VAST,Visual pattern discovery using random projections,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/VAST.2012.6400491
2322_9,VAST,Visual pattern discovery using random projections,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_10,VAST,Visual pattern discovery using random projections,non-semantic,color-ordinal,connected,none,none,http://dx.doi.org/10.1109/VAST.2012.6400491
2322_11,VAST,Visual pattern discovery using random projections,non-semantic,color-continuous,continuous,none,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2322_12,VAST,Visual pattern discovery using random projections,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400490
2323_0,VAST,A correlative analysis process in a visual analytics environment,semantic,color-discrete,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2012.6400491
2323_0,VAST,A correlative analysis process in a visual analytics environment,non-semantic,color-ordinal,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2012.6400491
2323_3,VAST,A correlative analysis process in a visual analytics environment,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400491
2323_5,VAST,A correlative analysis process in a visual analytics environment,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400491
2323_6,VAST,A correlative analysis process in a visual analytics environment,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400494
2323_7,VAST,A correlative analysis process in a visual analytics environment,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400494
2324_3,VAST,Inter-active learning of ad-hoc classifiers for video visual analytics,non-semantic,color-ordinal,continuous,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400492
2324_8,VAST,Inter-active learning of ad-hoc classifiers for video visual analytics,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400492
2325_0,VAST,An adaptive parameter space-filling algorithm for highly interactive cluster exploration,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2012.6400493
2326_6,VAST,Visual cluster exploration of web clickstream data,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400494
2326_7,VAST,Visual cluster exploration of web clickstream data,semantic,color-discrete,connected,embedded,combine,http://dx.doi.org/10.1109/VAST.2012.6400494
2326_7,VAST,Visual cluster exploration of web clickstream data,semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/VAST.2012.6400494
2326_9,VAST,Visual cluster exploration of web clickstream data,semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2012.6400554
2326_10,VAST,Visual cluster exploration of web clickstream data,semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2012.6400494
2326_11,VAST,Visual cluster exploration of web clickstream data,semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2012.6400553
2326_12,VAST,Visual cluster exploration of web clickstream data,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2012.6400494
2326_14,VAST,Visual cluster exploration of web clickstream data,non-semantic,color-discrete,connected,embedded,none,http://dx.doi.org/10.1109/VAST.2012.6400494
2337_0,VAST,Exploring the impact of emotion on visual judgement,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400540
2337_2,VAST,Exploring the impact of emotion on visual judgement,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400540
2338_0,VAST,Exploring cyber physical data streams using Radial Pixel Visualizations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400541
2338_1,VAST,Exploring cyber physical data streams using Radial Pixel Visualizations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400541
2338_2,VAST,Exploring cyber physical data streams using Radial Pixel Visualizations,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400541
2339_0,VAST,Incorporating GOMS analysis into the design of an EEG data visual analysis tool,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400542
2339_2,VAST,Incorporating GOMS analysis into the design of an EEG data visual analysis tool,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400542
2345_1,VAST,Feature-similarity visualization of MRI cortical surface data,non-semantic,color-ordinal,continuous,as tick,combine,http://dx.doi.org/10.1109/VAST.2012.6400548
2345_1,VAST,Feature-similarity visualization of MRI cortical surface data,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/VAST.2012.6400548
2348_1,VAST,Information retrieval failure analysis: Visual analytics as a support for interactive "what-if" investigation,semantic,color-discrete,connected,accompanying,separate,http://dx.doi.org/10.1109/VAST.2012.6400551
2348_1,VAST,Information retrieval failure analysis: Visual analytics as a support for interactive "what-if" investigation,semantic,color-discrete,uniform,accompanying,separate,http://dx.doi.org/10.1109/VAST.2012.6400551
2349_0,VAST,Watch this: A taxonomy for dynamic data visualization,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400552
2349_4,VAST,Watch this: A taxonomy for dynamic data visualization,non-semantic,color-discrete,non-uniform,none,none,http://dx.doi.org/10.1109/VAST.2012.6400552
2349_6,VAST,Watch this: A taxonomy for dynamic data visualization,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/VAST.2012.6400552
2350_0,InfoVis,Visual analytics methods for categoric spatio-temporal data,semantic,color-discrete,connected,accompanying,none,http://dx.doi.org/10.1109/TVCG.2013.122
2351_4,InfoVis,Visual analytics for the big data era---A comparative review of state-of-the-art commercial systems,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2013.122
2351_6,VAST,Visual analytics for the big data era---A comparative review of state-of-the-art commercial systems,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400554
2354_5,VAST,Spatiotemporal social media analytics for abnormal event detection and examination using seasonal-trend decomposition,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400557
2355_6,VAST,SocialNetSense: Supporting sensemaking of social and structural features in networks with interactive visualization,semantic,shape,non-uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400558
2357_16,VAST,The Deshredder: A visual analytic approach to reconstructing shredded documents,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400560
2357_17,VAST,The Deshredder: A visual analytic approach to reconstructing shredded documents,semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/VAST.2012.6400560
2358_4,InfoVis,A Deeper Understanding of Sequence in Narrative Visualization,non-semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2013.119
2360_3,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2013.130
2360_8,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2013.153
2360_10,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,non-semantic,color-discrete,uniform,accompanying,none,http://dx.doi.org/10.1109/TVCG.2013.122
2360_11,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,non-semantic,color-discrete,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2013.122
2360_11,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,semantic,shape,uniform,accompanying,combine,http://dx.doi.org/10.1109/TVCG.2013.122
2360_12,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,semantic,color-ordinal,connected,as tick,none,http://dx.doi.org/10.1109/TVCG.2013.122
2360_13,InfoVis,A Model for Structure-Based Comparison of Many Categories in Small-Multiple Displays,non-semantic,color-continuous,continuous,as tick,none,http://dx.doi.org/10.1109/TVCG.2013.122
